doi,title,year,journal,decision_Claude,exclusion_label,justification
10.1093/icesjms/fsab121,BIOECONOMIC BENEFITS OF MANAGING FISHING EFFORT IN A COEXISTING SMALL -AND LARGE-SCALE FISHERY GAME,2021,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.2983/035.033.0208,"A ROBUST, SPATIALLY EXPLICIT MODEL FOR IDENTIFYING OYSTER RESTORATION SITES: CASE STUDIES ON THE ATLANTIC AND GULF COASTS",2014,JOURNAL OF SHELLFISH RESEARCH,Include,,Modèle marin + gestion explicite
10.1093/icesjms/fst056,NURSERY HABITAT AVAILABILITY LIMITS ADULT STOCK SIZES OF PREDATORY COASTAL FISH,2014,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1016/j.scitotenv.2020.141112,PROJECTING THE EFFECTS OF AGRICULTURAL CONSERVATION PRACTICES ON STREAM FISH COMMUNITIES IN A CHANGING CLIMATE,2020,SCIENCE OF THE TOTAL ENVIRONMENT,Include,,Modèle marin + gestion explicite
10.1093/icesjms/fsae138,THE FLYWAY CONSTRUCT AND ASSESSMENT OF OFFSHORE WIND FARM IMPACTS ON MIGRATORY MARINE FAUNA,2024,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.3389/fmars.2021.621961,"SUPPORTING SPATIAL MANAGEMENT OF DATA-POOR, SMALL-SCALE FISHERIES WITH A BAYESIAN APPROACH",2021,FRONTIERS IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1016/j.jenvman.2017.12.011,IMPROVED RIVER CONTINUITY FACILITATES FISHES' ABILITIES TO TRACK FUTURE ENVIRONMENTAL CHANGES,2018,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.3389/fmars.2024.1243954,REJECTION SAMPLING AND AGENT-BASED MODELS FOR DATA LIMITED FISHERIES,2024,FRONTIERS IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1111/ddi.13643,"A BIOGEOGRAPHICAL APPROACH TO CHARACTERIZING THE CLIMATIC, PHYSICAL AND GEOMORPHIC NICHE OF THE MOST WIDELY DISTRIBUTED MANGROVE SPECIES, AVICENNIA MARINA",2023,DIVERSITY AND DISTRIBUTIONS,Include,,Modèle marin + gestion explicite
10.3389/fmars.2021.631839,"IT'S NOT THE DESTINATION, IT'S THE JOURNEY: MULTISPECIES MODEL ENSEMBLES FOR ECOSYSTEM APPROACHES TO FISHERIES MANAGEMENT",2021,FRONTIERS IN MARINE SCIENCE,Review/synthesis,,Revue de littérature
10.1071/MF09154,"USING TROPHIC FLOWS AND ECOSYSTEM STRUCTURE TO MODEL THE EFFECTS OF FISHING IN THE JURIEN BAY MARINE PARK, TEMPERATE WESTERN AUSTRALIA",2011,MARINE AND FRESHWATER RESEARCH,Include,,Modèle marin + gestion explicite
10.1007/s13157-018-1028-3,FINE-SCALE MAPPING OF COASTAL PLANT COMMUNITIES IN THE NORTHEASTERN USA,2019,WETLANDS,Include,,Modèle marin + gestion explicite
10.3354/meps09496,IMPROVING HABITAT MODELS BY INCORPORATING PELAGIC MEASUREMENTS FROM COASTAL OCEAN OBSERVATORIES,2012,MARINE ECOLOGY PROGRESS SERIES,Include,,Modèle marin + gestion explicite
10.1007/s11160-025-10002-7,IMPACTS OF MARINE HEATWAVES ON THE ABUNDANCE AND DISTRIBUTION OF ILLEX ARGENTINUS ON THE PATAGONIAN SHELF,2025,REVIEWS IN FISH BIOLOGY AND FISHERIES,Include,,Modèle marin + gestion explicite
10.1016/j.ecolecon.2010.11.003,MANAGEMENT OF AN ANNUAL FISHERY IN THE PRESENCE OF ECOLOGICAL STRESS: THE CASE OF SHRIMP AND HYPOXIA,2011,ECOLOGICAL ECONOMICS,Include,,Modèle marin + gestion explicite
10.1071/MF14062,DEVELOPMENT OF HABITAT PREDICTION MODELS TO REDUCE BY-CATCH OF SAILFISH (ISTIOPHORUS PLATYPTERUS) WITHIN THE PURSE-SEINE FISHERY IN THE EASTERN PACIFIC OCEAN,2015,MARINE AND FRESHWATER RESEARCH,Include,,Modèle marin + gestion explicite
10.1038/s41598-018-32666-x,"FUTURE SCENARIOS OF MARINE RESOURCES AND ECOSYSTEM CONDITIONS IN THE EASTERN MEDITERRANEAN UNDER THE IMPACTS OF FISHING, ALIEN SPECIES AND SEA WARMING",2018,SCIENTIFIC REPORTS,Include,,Modèle marin + gestion explicite
10.1111/ddi.12557,RECREATIONAL FRESHWATER FISHING DRIVES NON-NATIVE AQUATIC SPECIES RICHNESS PATTERNS AT A CONTINENTAL SCALE,2017,DIVERSITY AND DISTRIBUTIONS,Include,,Modèle marin — inclus par règle du doute
10.1016/j.ecss.2020.106690,"ISOTOPIC ANALYSES, A GOOD TOOL TO VALIDATE MODELS IN THE CONTEXT OF MARINE RENEWABLE ENERGY DEVELOPMENT AND CUMULATIVE IMPACTS",2020,ESTUARINE COASTAL AND SHELF SCIENCE,Include,,Modèle marin + gestion explicite
10.1088/1755-1315/348/1/012113,"DYNAMIC SPATIAL ALLOCATION OF SCALLOPED SPINY LOBSTER (PANULIRUS HOMARUS) IN THE COAST OF GUNUNGKIDUL, INDONESIA",2019,"2ND ICFAES 2019 INTERNATIONAL CONFERENCE ON FISHERIES, AQUATIC AND ENVIRONMENTAL SCIENCES 2019 IN CONJUNCTIONS WITH THE 6TH ASI 2019 ANNUAL CONFERENCE OF THE ASIAN SOCIETY OF ICHTHYOLOGIST 2019",Include,,Modèle marin + gestion explicite
10.1002/ece3.71459,AN ENVIRONMENTAL NICHE EXPLORATION TOOL FOR KELP FOREST MANAGEMENT,2025,ECOLOGY AND EVOLUTION,Exclude,Not a model,Pas de modèle formel identifié
10.1088/1748-9326/adc28d,BIG DECISIONS FROM SMALL EXPERIMENTS: OBSERVATIONAL STRATEGIES FOR BIOMASS-BASED MARINE CARBON STORAGE,2025,ENVIRONMENTAL RESEARCH LETTERS,Review/synthesis,,Revue de littérature
10.1007/s00338-024-02521-9,CORAL REEF POTENTIAL CONNECTIVITY IN THE SOUTHWEST INDIAN OCEAN,2024,CORAL REEFS,Include,,Modèle marin + gestion explicite
10.1139/cjfas-2024-0382,"CLIMATE CHANGE, STOCK PRODUCTIVITY, AND DEMERSAL FISHERIES MANAGEMENT: A CENTRAL MEDITERRANEAN CASE STUDY",2025,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,Include,,Modèle marin + gestion explicite
10.1098/rsos.220124,RANDOMNESS IN THE CHOICE OF NEIGHBOURS PROMOTES COHESION IN MOBILE ANIMAL GROUPS,2022,ROYAL SOCIETY OPEN SCIENCE,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1371/journal.pone.0231654,"HIGH SPATIAL FIDELITY AMONG FORAGING TRIPS OF MASKED BOOBIES FROM PEDRO CAYS, JAMAICA",2020,PLOS ONE,Include,,Modèle marin + gestion explicite
10.1002/pan3.70238,KEY GAPS REMAIN IN THE DEFINITION AND APPLICATION OF KEYSTONE SPECIES CONCEPTS FOR FISHERIES MANAGEMENT: A SYSTEMATIC SCOPING REVIEW,2026,PEOPLE AND NATURE,Review/synthesis,,Revue de littérature
10.1016/j.jenvman.2023.119643,EVALUATING EFFECTS OF CLIMATE CHANGE ON THE SPATIAL DISTRIBUTION OF AN ATYPICAL CAVEFISH ONYCHOSTOMA MACROLEPIS,2024,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1007/s10344-010-0369-x,NEST BOX USE BY WOODLAND DORMICE (GRAPHIURUS MURINUS): THE INFLUENCE OF LIFE CYCLE AND NEST BOX PLACEMENT,2010,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1111/j.1467-2979.2012.00484.x,CUMULATIVE IMPACTS OF FISHERIES IN THE CALIFORNIA CURRENT,2013,FISH AND FISHERIES,Include,,Modèle marin + gestion explicite
10.1002/mcf2.10232,INTERACTIVE EFFECTS OF CLIMATE CHANGE-INDUCED RANGE SHIFTS AND WIND ENERGY DEVELOPMENT ON FUTURE ECONOMIC CONDITIONS OF THE ATLANTIC SURFCLAM FISHERY,2023,MARINE AND COASTAL FISHERIES,Include,,Modèle marin + gestion explicite
10.1016/j.jebo.2016.04.016,OPTIMAL MANAGEMENT WITH REVERSIBLE REGIME SHIFTS,2016,JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,Include,,Modèle marin + gestion explicite
10.3354/meps10821,TROPHIC LEVEL-BASED INDICATORS TO TRACK FISHING IMPACTS ACROSS MARINE ECOSYSTEMS,2014,MARINE ECOLOGY PROGRESS SERIES,Include,,Modèle marin + gestion explicite
10.1016/j.ecolmodel.2021.109740,IDENTIFYING INFLUENTIAL PARAMETERS OF A MULTI-SPECIES FISH SIZE SPECTRUM MODEL FOR A NORTHERN TEMPERATE LAKE THROUGH SENSITIVITY ANALYSES,2021,ECOLOGICAL MODELLING,Include,,Modèle marin + gestion explicite
10.3389/fmars.2024.1329254,MODELING OF SWORDTIP SQUID (UROTEUTHIS EDULIS) MONTHLY HABITAT PREFERENCE USING REMOTE SENSING ENVIRONMENTAL DATA AND CLIMATE INDICES,2024,FRONTIERS IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1111/jfb.12548,STOCK ENHANCEMENT TO ADDRESS MULTIPLE RECREATIONAL FISHERIES OBJECTIVES: AN INTEGRATED MODEL APPLIED TO RED DRUM SCIAENOPS OCELLATUS IN FLORIDA,2014,JOURNAL OF FISH BIOLOGY,Include,,Modèle marin + gestion explicite
10.1093/icesjms/fsaa109,REGULATION STRENGTH AND TECHNOLOGY CREEP PLAY KEY ROLES IN GLOBAL LONG-TERM PROJECTIONS OF WILD CAPTURE FISHERIES,2020,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.3390/rs12142231,ASSOCIATION OF ENVIRONMENTAL FACTORS IN THE TAIWAN STRAIT WITH DISTRIBUTIONS AND HABITAT CHARACTERISTICS OF THREE SWIMMING CRABS,2020,REMOTE SENSING,Include,,Modèle marin + gestion explicite
10.1051/alr/2014003,MODELLING THE SPATIO-TEMPORAL INTERPLAY BETWEEN NORTH SEA SAITHE (POLLACHIUS VIRENS) AND MULTIPLE FLEET SEGMENTS FOR MANAGEMENT EVALUATION,2014,AQUATIC LIVING RESOURCES,Include,,Modèle marin + gestion explicite
10.1016/j.ocecoaman.2022.106297,"ECOSYSTEM MODELING TO EVALUATE THE ECOLOGICAL SUSTAINABILITY OF SMALL-SCALE FISHERIES: A CASE STUDY FROM EL HIERRO, CANARY ISLANDS",2022,OCEAN & COASTAL MANAGEMENT,Include,,Modèle marin + gestion explicite
10.1007/s00227-025-04673-w,ANTARCTIC KRILL WITH PARASITES GROW SLOWER THAN UNINFECTED PEERS,2025,MARINE BIOLOGY,Include,,Modèle marin + gestion explicite
10.1016/j.marpol.2017.07.001,IMPACTS OF CURRENT EU REGULATION ON THE UK WHITEFISH VALUE CHAIN,2017,MARINE POLICY,Include,,Modèle marin + gestion explicite
10.1029/2025AV001700,SOUTHERN OCEAN HEAT BURP IN A COOLING WORLD,2025,AGU ADVANCES,Include,,Modèle marin + gestion explicite
10.1016/j.ecoenv.2009.11.011,"UNCERTAINTIES IN ECOLOGICAL, CHEMICAL AND PHYSIOLOGICAL PARAMETERS OF A BIOACCUMULATION MODEL: IMPLICATIONS FOR INTERNAL CONCENTRATIONS AND TISSUE BASED RISK QUOTIENTS",2010,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1159/000493574,WITHIN-POPULATION VARIATIONS IN HOME RANGE USE AND FOOD PATCH USE OF JAPANESE MACAQUES: A PERSPECTIVE OF INTERGROUP HOSTILITY,2018,FOLIA PRIMATOLOGICA,Exclude,Mono-specific,Étude mono-spécifique espèce non commerciale
10.1029/2025EF006296,NEW CLIMATE CHANGE CENTER OF SAUDI ARABIA: ADVANCING UNDERSTANDING AND PREDICTION FOR THE ARABIAN PENINSULA CLIMATE,2025,EARTHS FUTURE,Include,,Modèle marin + gestion explicite
10.1371/journal.pone.0296485,"ENVIRONMENTAL PREDICTORS FOR THE RESTORATION OF A CRITICALLY ENDANGERED CORAL, ACROPORA PALMATA, ALONG THE FLORIDA REEF TRACT",2024,PLOS ONE,Include,,Modèle marin + gestion explicite
10.1038/s41598-019-47859-1,"GLOBAL DISTRIBUTION MODELLING, INVASION RISK ASSESSMENT AND NICHE DYNAMICS OF LEUCANTHEMUM VULGARE (OX-EYE DAISY) UNDER CLIMATE CHANGE",2019,SCIENTIFIC REPORTS,Include,,Modèle marin + gestion explicite
10.5751/ES-06490-190252,MANAGING SOCIAL-ECOLOGICAL SYSTEMS UNDER UNCERTAINTY: IMPLEMENTATION IN THE REAL WORLD,2014,ECOLOGY AND SOCIETY,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.2166/wqrj.2025.026,EMPOWERING WATER UTILITIES: CRAFTING AN END-USER-FRIENDLY RELIABILITY RANKING FOR EVALUATING SATELLITE REMOTE SENSING ADVANCES THROUGH LITERATURE INSIGHTS,2025,WATER QUALITY RESEARCH JOURNAL,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1371/journal.pone.0188955,GBM.AUTO: A SOFTWARE TOOL TO SIMPLIFY SPATIAL MODELLING AND MARINE PROTECTED AREA PLANNING,2017,PLOS ONE,Include,,Modèle marin + gestion explicite
10.1061/(ASCE)HE.1943-5584.0002127,"HYDROLOGICAL-HYDRODYNAMIC NEXUS FOR EVALUATION OF FISH HABITAT SUITABILITY IN THE BHOGDOI RIVER, INDIA",2021,JOURNAL OF HYDROLOGIC ENGINEERING,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.3389/fmars.2019.00333,DEVELOPING A SOCIAL-ECOLOGICAL-ENVIRONMENTAL SYSTEM FRAMEWORK TO ADDRESS CLIMATE CHANGE IMPACTS IN THE NORTH PACIFIC,2019,FRONTIERS IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1007/s10750-015-2217-1,"DAMS VERSUS HABITAT: PREDICTING THE EFFECTS OF DAMS ON HABITAT SUPPLY AND JUVENILE RAINBOW TROUT ALONG THE SANTA CRUZ RIVER, PATAGONIA",2015,HYDROBIOLOGIA,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1111/jbi.15008,RESHUFFLING OF AZOREAN COASTAL MARINE BIODIVERSITY AMID CLIMATE CHANGE,2024,JOURNAL OF BIOGEOGRAPHY,Include,,Modèle marin + gestion explicite
10.1093/icesjms/fsv122,A CRITIQUE OF THE BALANCED HARVESTING APPROACH TO FISHING,2016,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1002/pan3.10554,SPATIAL RESTRICTIONS HINDER AVOIDANCE OF CHOKE SPECIES IN AN INDIGENOUS RIGHTS-BASED FISHERY,2024,PEOPLE AND NATURE,Include,,Modèle marin + gestion explicite
10.1080/00028487.2013.833986,COMPARATIVE RECRUITMENT DYNAMICS OF ALEWIFE AND BLOATER IN LAKES MICHIGAN AND HURON,2014,TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY,Include,,Modèle marin + gestion explicite
10.1038/s41467-024-47656-z,SPEED OF ENVIRONMENTAL CHANGE FRAMES RELATIVE ECOLOGICAL RISK IN CLIMATE CHANGE AND CLIMATE INTERVENTION SCENARIOS,2024,NATURE COMMUNICATIONS,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.3389/fmars.2018.00529,THE KELP CULTIVATION POTENTIAL IN COASTAL AND OFFSHORE REGIONS OF NORWAY,2019,FRONTIERS IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1111/ddi.12173,PREDICTING DISTRIBUTION CHANGES OF A MIRE ECOSYSTEM UNDER FUTURE CLIMATES,2014,DIVERSITY AND DISTRIBUTIONS,Include,,Modèle marin + gestion explicite
10.1093/icesjms/fst196,NEW APPROACHES TO SIMULATING THE COMPLEX INTERACTION EFFECTS OF MULTIPLE HUMAN IMPACTS ON THE MARINE ENVIRONMENT,2014,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.3996/JFWM-23-032,APPLYING LOCAL AND GLOBAL SENSITIVITY ANALYSIS TO INFORM BIGHEADED CARP MANAGEMENT,2024,JOURNAL OF FISH AND WILDLIFE MANAGEMENT,Include,,Modèle marin + gestion explicite
10.1371/journal.pone.0187284,INCREASED SEDIMENT LOADS CAUSE NON-LINEAR DECREASES IN SEAGRASS SUITABLE HABITAT EXTENT,2017,PLOS ONE,Include,,Modèle marin + gestion explicite
10.3389/fevo.2023.1184433,THE ECOLOGICAL NATURE OF WHOLE RIVER MACROSYSTEMS: NEW PERSPECTIVES FROM THE RIVERINE ECOSYSTEM SYNTHESIS,2023,FRONTIERS IN ECOLOGY AND EVOLUTION,Review/synthesis,,Revue de littérature
10.1093/ajae/aaw116,SPATIAL-DYNAMIC COMPLEXITIES OF CLIMATE CHALLENGE FOR RURAL AREAS: INTEGRATING RESOURCE AND REGIONAL ECONOMIC INSIGHTS,2017,AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,Review/synthesis,,Revue de littérature
10.3389/fmars.2021.745501,EVALUATION OF SHIFTS IN THE POTENTIAL FUTURE DISTRIBUTIONS OF CARCHARHINID SHARKS UNDER DIFFERENT CLIMATE CHANGE SCENARIOS,2022,FRONTIERS IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1016/j.envsoft.2010.03.033,A MULTI-SCALE BIOPHYSICAL MODEL TO INFORM REGIONAL MANAGEMENT OF CORAL REEFS IN THE WESTERN PHILIPPINES AND SOUTH CHINA SEA,2011,ENVIRONMENTAL MODELLING & SOFTWARE,Include,,Modèle marin + gestion explicite
10.1016/j.marpol.2020.103886,ARTIFICIAL UPWARD TRENDS IN GREEK MARINE LANDINGS: A CASE OF PRESENTIST BIAS IN EUROPEAN FISHERIES,2020,MARINE POLICY,Include,,Modèle marin + gestion explicite
10.1016/j.jenvman.2023.119735,MODELING THE SPATIOTEMPORAL PATTERNS AND DRIVERS OF DUNGENESS CRAB FISHING EFFORT TO INFORM WHALE ENTANGLEMENT RISK MITIGATION ON THE US WEST COAST,2024,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Include,,Modèle marin + gestion explicite
10.3354/meps10909,ECOSYSTEM MODELLING PROVIDES CLUES TO UNDERSTANDING ECOLOGICAL TIPPING POINTS,2014,MARINE ECOLOGY PROGRESS SERIES,Include,,Modèle marin + gestion explicite
10.1111/faf.12759,USING THE BEST OF TWO WORLDS: A BIO-ECONOMIC STOCK ASSESSMENT (BESA) METHOD USING CATCH AND PRICE DATA,2023,FISH AND FISHERIES,Include,,Modèle marin + gestion explicite
10.1111/cobi.12651,THE ROLE OF LIFE HISTORIES AND TROPHIC INTERACTIONS IN POPULATION RECOVERY,2016,CONSERVATION BIOLOGY,Exclude,Wrong language,Non-anglais/français
10.1111/fwb.70014,COMPARING METHODS FOR ESTIMATING GEOGRAPHIC RANGES IN FRESHWATER FISHES: SEVERAL MIRRORS OF THE SAME REALITY,2025,FRESHWATER BIOLOGY,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1002/etc.375,ADVERSE OUTCOME PATHWAYS AND ECOLOGICAL RISK ASSESSMENT BRIDGING TO POPULATION-LEVEL EFFECTS,2011,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1016/j.rsma.2023.103021,MANAGEMENT OF MULTISPECIES RESOURCES AND MULTI-GEAR FISHERIES: THE CASE OF OCEANIC TUNA FISHERIES IN VIETNAM,2023,REGIONAL STUDIES IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.3389/fmars.2022.879998,ECOSYSTEM-BASED FISHERIES MANAGEMENT INCREASES CATCH AND CARBON SEQUESTRATION THROUGH RECOVERY OF EXPLOITED STOCKS: THE WESTERN BALTIC SEA CASE STUDY,2022,FRONTIERS IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1029/2023EF003605,SKILLFUL MULTI-MONTH PREDICTIONS OF ECOSYSTEM STRESSORS IN THE SURFACE AND SUBSURFACE OCEAN,2023,EARTHS FUTURE,Include,,Modèle marin + gestion explicite
10.1016/j.biocon.2025.111376,IMPORTANCE OF ISLAND-SCALE CONSERVATION FOR PROTECTING SEA EAGLE NESTING HABITAT,2025,BIOLOGICAL CONSERVATION,Include,,Modèle marin + gestion explicite
10.1016/j.tpb.2022.06.002,SOLVING MULTISPECIES POPULATION GAMES IN CONTINUOUS SPACE AND TIME,2022,THEORETICAL POPULATION BIOLOGY,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1007/s41208-025-01024-w,TROPHIC RELATIONSHIP OF MACROBENTHOS IN THE SOUTHWEST BAY OF BENGAL: A COMPARATIVE ANALYSIS OF CONTINENTAL SHELF ECOSYSTEM MODELS,2026,THALASSAS,Include,,Modèle marin — inclus par règle du doute
10.1016/j.marpolbul.2025.117683,POTENTIAL RISK OF MACRO-PLASTIC ON THE MEGAFAUNA OF TWO SEMI-ENCLOSED EUROPEAN SEAS,2025,MARINE POLLUTION BULLETIN,Include,,Modèle marin + gestion explicite
10.1038/s41598-022-18017-x,MODELLING THE MEDITERRANEAN SEA ECOSYSTEM AT HIGH SPATIAL RESOLUTION TO INFORM THE ECOSYSTEM-BASED MANAGEMENT IN THE REGION,2022,SCIENTIFIC REPORTS,Include,,Modèle marin + gestion explicite
10.1371/journal.pone.0332591,"KELPS ON THE MOVE: POTENTIAL FUTURE DISTRIBUTION AREAS IN THE FACE OF CLIMATE CHANGE, ON THE PACIFIC COAST OF SOUTH AMERICA",2025,PLOS ONE,Include,,Modèle marin + gestion explicite
10.1016/j.ecolind.2023.111433,POTENTIAL IMPACTS OF OCEAN WARMING ON ENERGY FLOW AND FISHERIES PRODUCTION IN AN OVEREXPLOITED ECOSYSTEM: IMPLICATION FOR EFFECTIVE FISHERIES MANAGEMENT,2024,ECOLOGICAL INDICATORS,Include,,Modèle marin + gestion explicite
10.1016/j.dsr2.2017.12.005,HABITAT SUITABILITY MODELS FOR GROUNDFISH IN THE GULF OF ALASKA,2019,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,Include,,Modèle marin + gestion explicite
10.1016/j.fishres.2015.05.008,SEASONAL FORECASTING OF TUNA HABITAT IN THE GREAT AUSTRALIAN BIGHT,2015,FISHERIES RESEARCH,Include,,Modèle marin + gestion explicite
10.3390/su142114190,A SYSTEM DYNAMICS APPROACH FOR IMPROVED MANAGEMENT OF THE INDIAN MACKEREL FISHERY IN PENINSULAR MALAYSIA,2022,SUSTAINABILITY,Include,,Modèle marin + gestion explicite
10.1016/j.ecolmodel.2011.03.008,REGIONAL-SCALE SCENARIO ANALYSIS FOR THE MESO-AMERICAN REEF SYSTEM: MODELLING CORAL REEF FUTURES UNDER MULTIPLE STRESSORS,2011,ECOLOGICAL MODELLING,Include,,Modèle marin + gestion explicite
10.1111/raq.12134,HARVESTING TIME OPTIMIZATION AND RISK ANALYSIS FOR THE MARICULTURE OF KAPPAPHYCUS ALVAREZII (RHODOPHYTA),2017,REVIEWS IN AQUACULTURE,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1007/s11269-022-03382-z,"WATER QUALITY MODELING IN ATLANTIC REGION: REVIEW, SCIENCE MAPPING AND FUTURE RESEARCH DIRECTIONS",2023,WATER RESOURCES MANAGEMENT,Review/synthesis,,Revue de littérature
10.1029/2025EF006453,AI-DRIVEN WEATHER FORECASTS TO ACCELERATE CLIMATE CHANGE ATTRIBUTION OF HEATWAVES,2025,EARTHS FUTURE,Include,,Modèle marin + gestion explicite
10.24072/pcjournal.245,THE GENETIC ARCHITECTURE OF LOCAL ADAPTATION IN A CLINE,2023,PEER COMMUNITY JOURNAL,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.5194/bg-20-2985-2023,"OPTIMAL PARAMETERS FOR THE OCEAN'S NUTRIENT, CARBON, AND OXYGEN CYCLES COMPENSATE FOR CIRCULATION BIASES BUT REPLUMB THE BIOLOGICAL PUMP",2023,BIOGEOSCIENCES,Include,,Modèle marin — inclus par règle du doute
10.1016/j.ecoinf.2021.101429,ECOSYSTEM MODELLING TO UNDERSTAND THE TROPHIC DYNAMICS AND ECOSYSTEM HEALTH OF A SMALL TROPICAL INDIAN ESTUARY,2021,ECOLOGICAL INFORMATICS,Include,,Modèle marin + gestion explicite
10.1080/07438141.2011.566413,EVALUATION OF FOOD WEB AND FISH DIETARY NICHES IN OLIGOTROPHIC LAKE ANNECY BY GUT CONTENT AND STABLE ISOTOPE ANALYSIS,2011,LAKE AND RESERVOIR MANAGEMENT,Include,,Modèle marin + gestion explicite
10.1007/s10661-015-5063-8,"ENVIRONMENTAL FLOW IN THE RIVER ONDAS BASIN IN BAHIA, BRAZILIAN CERRADO",2016,ENVIRONMENTAL MONITORING AND ASSESSMENT,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1111/fme.12008,RESILIENT RECREATIONAL FISHERIES OR PRONE TO COLLAPSE? A DECADE OF RESEARCH ON THE SCIENCE AND MANAGEMENT OF RECREATIONAL FISHERIES,2013,FISHERIES MANAGEMENT AND ECOLOGY,Include,,Modèle marin + gestion explicite
10.1111/gcb.12231,MODELLING THE EFFECTS OF CLIMATE CHANGE ON THE DISTRIBUTION AND PRODUCTION OF MARINE FISHES: ACCOUNTING FOR TROPHIC INTERACTIONS IN A DYNAMIC BIOCLIMATE ENVELOPE MODEL,2013,GLOBAL CHANGE BIOLOGY,Include,,Modèle marin + gestion explicite
10.1016/j.pocean.2023.102973,PROJECTING CLIMATE CHANGE IMPACTS FROM PHYSICS TO FISHERIES: A VIEW FROM THREE CALIFORNIA CURRENT FISHERIES,2023,PROGRESS IN OCEANOGRAPHY,Include,,Modèle marin + gestion explicite
10.7717/peerj.2965,CATCHMENTS CATCH ALL IN SOUTH AFRICAN COASTAL LOWLANDS: TOPOGRAPHY AND PALAEOCLIMATE RESTRICTED GENE FLOW IN NYMANIA CAPENSIS (MELIACEAE) - A MULTILOCUS PHYLOGEOGRAPHIC AND DISTRIBUTION MODELLING APPROACH,2017,PEERJ,Include,,Modèle marin + gestion explicite
10.1111/faf.12226,GLOBAL FISHERY DYNAMICS ARE POORLY PREDICTED BY CLASSICAL MODELS,2017,FISH AND FISHERIES,Include,,Modèle marin + gestion explicite
10.1016/j.fishres.2019.105345,RECOVERY TIMELINES OF VULNERABLE HIGH VALUE SPECIES UNDER MORATORIA: DEALING WITH UNCERTAIN LEVELS OF ILLEGAL FISHING,2019,FISHERIES RESEARCH,Include,,Modèle marin + gestion explicite
10.1371/journal.pone.0257027,FISHING TRIP COST MODELING USING GENERALIZED LINEAR MODEL AND MACHINE LEARNING METHODS - A CASE STUDY WITH LONGLINE FISHERIES IN THE PACIFIC AND AN APPLICATION IN REGULATORY IMPACT ANALYSIS,2021,PLOS ONE,Include,,Modèle marin + gestion explicite
10.1007/s10750-017-3473-z,PREDICTING HABITAT SUITABILITY FOR ELEVEN IMPERILED FLUVIAL FRESHWATER MUSSELS,2018,HYDROBIOLOGIA,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1016/j.marpolbul.2025.119105,BIOACCUMULATION AND TROPHIC TRANSFER OF PAHS IN THE YELLOW RIVER ESTUARY FOOD WEB: A FUGACITY-BASED MODEL FOR ECOLOGICAL AND HUMAN HEALTH RISK ASSESSMENT,2026,MARINE POLLUTION BULLETIN,Include,,Modèle marin + gestion explicite
