title,abstract,doi,label
Preventing the Collapse of the Baltic Cod Stock Through an Ecosystem-Based Management Approach,"Worldwide a number of fish stocks have collapsed because of overfishing and climate-induced ecosystem changes. developing ecosystem-based fisheries management (ebfm) to prevent these catastrophic events in the future requires ecological models incorporating both internal food-web dynamics and external drivers such as fishing and climate. using a stochastic food-web model for a large marine ecosystem (i.e., the baltic sea) hosting a commercially important cod stock, we were able to reconstruct the history of the stock. moreover we demonstrate that in hindsight the collapse could only have been avoidable by adapting fishing pressure to environmental conditions and food-web interactions. the modeling approach presented here represents a significant advance for ebfm, the application of which is important for sustainable resource management in the future.",10.1073/pnas.0906620106,1.0
"Navigating Stress: Impacts of Temperature, Polycyclic Aromatic Hydrocarbons, and Heavy Metals on the Diatom Thalassiosira Weissflogii Adapted to Tropical Waters of the Gulf of Guinea","This study evaluated the individual and combined impacts of temperature, pyrene, and cadmium on the coastal diatom thalassiosira weissflogii under conditions representative of the gulf of guinea. in the individual stressor experiments, time, rather than temperature or individual pollutants, was the primary factor influencing growth parameters. specifically, temperature modulated diatom growth with optimal performance at 28 degrees c, while 24 degrees c and 32 degrees c conditions reduced cell density, chlorophyll-a content, and dry biomass. on the other hand, pyrene significantly affected cell density and dry biomass, while cadmium elicited minimal effects on all measured parameters. in combined stressor experiments, the negative impacts of pyrene and cadmium combinations were more exacerbated at 24 degrees c and 32 degrees c, whereas optimal thermal conditions (28 degrees c) provided partial mitigation from exposure to stressors. these findings highlight the crucial role of temperature in modulating the effects of pollutants on thalassiosira weissflogii, with combined stress having the greatest impact under non-optimal temperature conditions. additionally, the study underscores the temperature sensitivity of thalassiosira weissflogii in tropical ecosystems and offers insights into how the simultaneous stressors of rising ocean temperatures and increasing pollution may affect tropical phytoplankton dynamics and primary productivity. lastly, the study emphasizes the importance of incorporating thermal thresholds into marine ecosystem models to more accurately predict shifts in coastal and oceanic food webs under climate change scenarios.",10.1016/j.aquatox.2025.107388,0.0
Incorporating Reef Fish Avoidance Behavior Improves Accuracy of Species Distribution Models,"Species distribution models (sdms) are used to interpret and map fish distributions based on habitat variables and other drivers. reef fish avoidance behavior has been shown to vary in the presence of divers and is primarily driven by spearfishing pressure. diver avoidance behavior or fish wariness may spatially influence counts and other descriptive measures of fish assemblages. because fish assemblage metrics are response variables for sdms, measures of fish wariness may be useful as predictors in sdms of fishes targeted by spearfishing. we used a diver operated stereo-video system to conduct fish surveys and record minimum approach distance (mad) of targeted reef fishes inside and outside of two marine reserves on the island of o'ahu in the main hawaiian islands. by comparing mad between sites and management types we tested the assumption that it provides a proxy for fish wariness related to spearfishing pressure. we then compared the accuracy of sdms which included mad as a predictor with sdms that did not. individual measures of mad differed between sites though not management types. when included as a predictor, mad averaged at the transect level greatly improved the accuracy of sdms of targeted fish biomass.",10.7717/peerj.9246,0.0
Exploring the Role of Different Data Types and Timescales in the Quality of Marine Biogeochemical Model Calibration,"Global biogeochemical ocean models help to investigate the present and potential future state of the ocean, its productivity and cascading effects on higher trophic levels such as fish. they are often subjectively tuned against data sets of inorganic tracers and surface chlorophyll and only very rarely against organic components such as particulate organic carbon or zooplankton. the resulting uncertainty in biogeochemical model parameters (and parameterisations) associated with these components can explain some of the large spread of global model solutions with regard to the cycling of organic matter and its impacts on biogeochemical tracer distributions, such as oxygen minimum zones (omzs). a second source of uncertainty arises from differences in the model spin-up length as, so far, there seems to be no agreement on the required simulation time that should elapse before a global model is assessed against observations.we investigated these two sources of uncertainty by optimising a global biogeochemical ocean model against the root-mean-squared error (rmse) of six different combinations of data sets and different spin-up times. besides nutrients and oxygen, the observational data sets also included phyto- and zooplankton, as well as dissolved and particulate organic phosphorus (dop and pop, respectively). we further analysed the optimised model performance with regard to global biogeochemical fluxes, oxygen inventory and omz volume.following the optimisation procedure, we evaluated the rmse for all tracers located in the upper 100 m (except for pop, for which we considered the entire vertical domain), regardless of their consideration during optimisation. for the different optimal model solutions, we find a narrow range of the rmse, between 14 % of the average rmse after 10 years and 24 % after 3000 years of simulation. global biogeochemical fluxes, global oxygen bias and omz volume showed a much stronger divergence among the models and over time than rmse, indicating that even models that are similar with regard to local surface tracer concentrations can perform very differently when assessed against the global diagnostics for oxygen. considering organic tracers in the optimisation had a strong impact on the particle flux exponent (martin b) and may reduce much of the uncertainty in this parameter and the resulting deep particle flux. independent of the optimisation setup, the omz volume showed a particularly sensitive response with strong trends over time, even after 3000 years of simulation time (despite the constant physical forcing); a high sensitivity to simulation time; and the highest sensitivity to model parameters arising from the tuning strategy setup (variation of almost 80 % of the ensemble mean).in conclusion, calibration against observations of organic tracers can help to improve global biogeochemical models even after short spin-up times; here especially, observations of deep particle flux could provide a powerful constraint. however, a large uncertainty remains with regard to global omz volume and its evolution over time, which can show very dynamic behaviour during the model spin-up, which renders temporal extrapolation to a final equilibrium state difficult if not impossible. given that the real ocean shows variations on many timescales, the assumption of observations representing a steady-state ocean may require some reconsideration.",10.5194/bg-20-2645-2023,0.0
"Application of Species Distribution Models to Explain and Predict the Distribution, Abundance and Assemblage Structure of Nearshore Temperate Reef Fishes","Aim the purpose of this study was to create predictive species distribution models (sdms) for temperate reef-associated fish species densities and fish assemblage diversity and richness to aid in marine conservation and spatial planning. location california, usa. methods using generalized additive models, we associated fish species densities and assemblage characteristics with seafloor structure, giant kelp biomass and wave climate and used these associations to predict the distribution and assemblage structure across the study area. we tested the accuracy of these predicted extrapolations using an independent data set. the sdms were also used to estimate larger scale abundances to compare with other estimates of species abundance (uniform density extrapolation over rocky reef and density extrapolations taking into account variations in geomorphic structure). results the sdms successfully modelled the species-habitat relationships of seven rocky reef-associated fish species and showed that species' densities differed in their relationships with environmental variables. the predictive accuracy of the sdms ranged from 0.26 to 0.60 (pearson's r correlation between observed and predicted density values). the sdms created for the fish assemblage-level variables had higher prediction accuracies with pearson's r values of 0.61 for diversity and 0.71 for richness. the comparisons of the different methods for extrapolating species densities over a single marine protected area varied greatly in their abundance estimates with the uniform extrapolation (density values extrapolated evenly over the rocky reef) always estimating much greater abundances. the other two methods, which took into account variation in the geomorphic structure of the reef, provided much lower abundance estimates. main conclusions species distribution models that combine geomorphic, oceanographic and biogenic habitat variables can reliably predict spatial patterns of species density and assemblage attributes of temperate reef fishes at spatial scales of 50m. thus, sdms show great promise for informing spatial and ecosystem-based approaches to conservation and fisheries management.",10.1111/ddi.12378,1.0
Modelling Emergent Trophic Strategies in Plankton,"Plankton are typically divided into phytoplankton and zooplankton in marine ecosystem models. yet, most protists in the photic zone engage in some degree of phagotrophy, and it has been suggested that trophic strategy is really a continuum between pure phototrophs (phytoplankton) and pure phagotrophs (unicellular zooplankton). such a continuum of trophic strategies is well represented by trait-based modelling techniques. a key model ingredient is the size of individual cells, as size constrains affinities for nutrient uptake, photosynthesis and active encounter with other cells. we outline a general trait-based model of a unicellular planktonic organism where size is a central trait and where nutrient uptake, photosynthesis and phagotrophy are determined by investments into these functions and by the physical constraints imposed by organism size. this framework provides simple predictions of how trophic strategy correlates with size.",10.1093/plankt/fbv054,0.0
"Cold Blood in Warming Waters: Effects of Air Temperature, Precipitation, and Groundwater on Gulf Sturgeon Thermal Habitats in a Changing Climate","Objective in a changing climate, the effects of air temperature, precipitation, and groundwater on water temperature and thermal habitat suitability for gulf sturgeon acipenser desotoi, listed as threatened under the u.s. endangered species act, are not well understood. hence, we incorporated these factors into thermal habitat models to forecast how gulf sturgeon may be affected by wide-ranging climate change scenarios in 2024-2074.methodsusing data from the choctawhatchee river, florida, we developed precipitation- and groundwater-corrected air-water temperature models, compared their accuracy with that of conventional air-water temperature models used in fisheries management, and projected future gulf sturgeon thermal habitat suitability for normal physiological functioning and fieldwork (i.e., population sampling and telemetry surgeries) in summer (may-august) under 16 climate change scenarios.resultprecipitation- and groundwater-corrected models were more accurate than conventional air-water temperature models (mean improvement in adjusted r2 = +0.45; range = +0.09 to +0.75). water temperature was projected to warm at widely variable rates across climate change scenarios encompassing different air temperature, precipitation, and groundwater regimes. importantly, gulf sturgeon summer aggregation areas were cooler and influenced more by precipitation and groundwater and less by air temperature than were non-aggregation areas. if precipitation and groundwater-as drivers of cooling-become warm in a changing climate, summer aggregation areas were projected to exhibit thermal habitat degradation equivalent to or greater than that of non-aggregation areas.conclusionour results add hydrological context to the premise that aggregation areas provide cool water and energetic savings for gulf sturgeon during summer, underscoring the importance of protecting these habitats through groundwater conservation, water quality monitoring, and riparian/watershed habitat management. our findings indicate that identifying thermally appropriate times for fieldwork activities will be increasingly important and time-restricted as climate change intensifies. however, our research provides managers with a portfolio of water temperature models and an accurate, cost-effective, management-relevant approach to forecasting thermal habitat conditions for gulf sturgeon and other species in a changing climate. impact statement water temperature models with precipitation and groundwater are accurate and useful, allowing managers to locate key thermal habitats, forecast temperatures, and decide when and where to safely target, capture, tag, and monitor gulf sturgeon and other species amid climate change.",10.1002/nafm.11028,0.0
Integrating Citizen Science Data with Expert Surveys Increases Accuracy and Spatial Extent of Species Distribution Models,"Aim information on species' habitat associations and distributions, across a wide range of spatial and temporal scales, is a fundamental source of ecological knowledge. however, collecting information at relevant scales is often cost prohibitive, although it is essential for framing the broader context of more focused research and conservation efforts. citizen science has been signalled as an increasingly important source to fill in data gaps where information is needed to make comprehensive and robust inferences on species distributions. however, there are perceived trade-offs of combining highly structured, scientific survey data with largely un-structured, citizen science data. methods we explore these trade-offs by applying a simplified approach of filtering citizen science data to resemble structured survey data and analyse both sources of data under a common framework. to accomplish this, we integrated high-resolution survey data on shorebirds in the northern central valley of california with observations in ebird for the entire region that were filtered to improve their quality. results the integration of survey data with the filtered citizen science data resulted in improved inference and increased the extent and accuracy of distribution models on shorebirds for the central valley. the structured surveys improved the overall accuracy of ecological inference over models using citizen science data only by increasing the representation of data collected from high-quality habitats for shorebirds. main conclusions the practical approach we have shown for data integration can also be used to improve the efficiency of designing biological surveys in the context of larger, citizen science monitoring efforts, ultimately reducing the financial and time expenditures typically required of monitoring programs and focused research. the simple method we present can be used to integrate other types of data with more localized efforts, ultimately improving our ecological knowledge on the distribution and habitat associations of species of conservation concern worldwide.",10.1111/ddi.13068,0.0
Ecological Research for Aquatic Science and Environmental Restoration in South Florida,"The theme of this feature-the land-water interface: science for a sustainable biosphere-provides a forum to highlight the relationship between science and resource management, using restoration of the kissimmee-okeechobee-everglades (koe) ecosystem of south florida as a case study. this subtropical ecosystem encompasses 16 counties and 44 000 km(2), from the kissimmee chain of lakes in central florida to the shallow estuarine waters of florida bay, and is within the jurisdiction of the south florida water management district. during the next two decades, the floodplain and channel of the kissimmee river will be re-coupled into a meandering river system with riparian wetlands and a more natural hydrology. an evaluation program on this restoration has been designed using ecological concepts and will provide opportunities to corroborate river/floodplain theory and document the varied responses of biotic communities to hydrological restoration. the evaluation program will provide the information needed for adaptive management of the river/floodplain ecosystem. scientists and engineers are testing an array of ecological hypotheses on lake okeechobee, a central feature of the koe ecosystem, to reduce uncertainty in predicting responses to nutrient loading, lake stage variation, and exotic species invasion. research on the lake has clarified the linkage between physical factors, nutrient levels and biotic variables, and the frequency of algal blooms. this information has been used to support decisions and plans for managing the lake and its watershed. restoration of the florida everglades is grounded in a diverse suite of scientific projects that are contributing to wetland science, ecosystem modeling, and restoration ecology. studies on the effects of nutrients on wetland ecosystem structure and function have provided information at several spatial scales which is being applied directly to management issues. findings from research and monitoring have been crucial in supporting decisions on the completion of six large stormwater treatment areas in the everglades construction project. at the southern edge of the ecosystem, florida bay has been the focus of intensive research leading to changing paradigms on the relative effects of nutrients, turbidity, physical factors, and fresh water on the functions of this unique estuary. scientific findings on the bay support the current direction of management actions to increase freshwater inputs from the southern everglades, although much remains to be learned about this subtropical system. management-oriented research has contributed to a large increase in the rate of scientific publication on the koe ecosystem. approximately 1500 articles have been published on the system in the 1990s, and these have contributed to advancing basic science as well as resource management. ecological reports being published on the ecosystem use state-of-the-art approaches to time and space scales and appropriate blends of monitoring, experimentation, and modeling. peer review and interagency cooperative planning have fostered relevant, timely, and objective science. the application of science to decision making in adaptive resource management plays an important role by clarifying those facts and concepts with the most significant predictive value for management and heuristic value for fundamental science. improvement of the science-management linkage in south florida and elsewhere awaits better interaction between scientists and managers in planning research and more effective communication of research findings. relevant scientific information of high quality, particularly when published in the peer-reviewed literature, cannot be distorted easily and is vital to support informed and equitable social choices in the decision-making process.",10.1890/1051-0761(2000)010[0990:ERFASA]2.0.CO;2,0.0
Marine Protected Areas for Resilience and Economic Development,"In this research, we attempt to give a comparative analysis of the space allocation of multiple-use marine protected areas (mpas) including but not limited to the introduction of aquaculture in the area. specifically, we consider the case where there is a need to develop mpas for the conservation of the environment and ecological diversity. there is also a prevailing call for the establishment of aquaculture activities within the area to meet societal demands. although aquaculture has negative externalities on mpas, it helps to reduce the pressure on the capture fishery and increases the supply of fish. we develop a deterministic bioeconomic model that describes the transition dynamics and interrelationships of the systems. we find an optimal aquaculture size relative to the optimal size of mpas that maximizes the overall economic and ecological benefits. using numerical methods we determine the trajectory of optimal solutions, the recovery rate of the stocks in and outside the mpas, and the expansion rate of the aquaculture. sensitivity analysis was also performed to see the effect of a change in the parameters on the optimal solutions. the numerical results show that mpas are resilient after the implementation of aquaculture. moreover, the effectiveness of the optimized management system mainly depends on the cooperative planning between the capture fishery and aquaculture managers.",10.1051/alr/2023016,1.0
Modelling the Influence of Climate Drivers on the Spatial Distribution of Scads along the West Coast of India,"In the context of climate change-driven oceanic shifts, understanding the spatial distribution of commercially important fish species is crucial for sustainable fisheries management. in 2022, the mainland coast of india reported marine fish landings of 3.49 million tonnes, reflecting a 14.53 % growth compared to 2021. notably, scads contributed significantly, with landings of 1.63 lakh tonnes, emphasizing the necessity of studying their spatial distribution along the indian coastline. this study employs species distribution models (sdms) to predict the potential habitat niches of scads along the west coast of indian exclusive economic zone (eez) by dividing it into 446 grids, each spanning 0.5 degrees x 0.5 degrees and integrating key environmental variables such as sea surface temperature, salinity, chlorophyll concentration, dissolved oxygen, ph, and bathymetry. passive georeferencing approach was adopted to derive the probable fishing grounds of the resource, which were further combined with environmental factors to build a comprehensive spatial database. the sdms utilized this dataset to examine the relationship between scads' presence/ absence on these grids and environmental variables. a series of sdms were fitted to the data and compared the model efficiency in terms of tss and auc scores. further, an ensemble modelling approach was adopted to enhance prediction accuracy, synthesizing outputs from multiple models. results demonstrated a strong influence of environmental factors viz., chlorophyll (chl) and sea surface salinity (sss) on scads' spatial distribution and provided reliable predictions of their potential habitats. these validated models were then applied to predict the potential distribution of scads along the west coast of india under varying climatic scenarios (ssp2, ssp3 & ssp5), it is observed that in the near future, scads are projected to experience significant range loss to changing environmental conditions.",10.1016/j.rsma.2025.104171,0.0
Optimality-Based Non-Redfield Plankton-Ecosystem Model (Opem V1.1) in Uvic-Escm 2.9-Part 1: Implementation and Model Behaviour,"Uncertainties in projections of marine biogeochemistry from earth system models (esms) are associated to a large degree with the imperfect representation of the marine plankton ecosystem, in particular the physiology of primary and secondary producers. here, we describe the implementation of an optimality-based plankton-ecosystem model (opem) version 1.1 with variable carbon : nitrogen : phosphorus (c : n : p) stoichiometry in the university of victoria esm (uvic; eby et al., 2009; weaver et al., 2001) and the behaviour of two calibrated reference configurations, which differ in the assumed temperature dependence of diazotrophs. predicted tracer distributions of oxygen and dissolved inorganic nutrients are similar to those of an earlier fixed-stoichiometry formulation in uvic (nickelsen et al., 2015). compared to the classic fixed-stoichiometry uvic model, opem is closer to recent satellite-based estimates of net community production (ncp), despite overestimating net primary production (npp), can better reproduce deep-ocean gradients in the no3- : po43- ratio and partially explains observed patterns of particulate c : n : p in the surface ocean. allowing diazotrophs to grow (but not necessarily fix n-2) at similar temperatures as other phytoplankton results in a better representation of surface chl and npp in the arctic and antarctic oceans. deficiencies of our calibrated opem configurations may serve as a magnifying glass for shortcomings in global biogeochemical models and hence guide future model development. the overestimation of npp at low latitudes indicates the need for improved representations of temperature effects on biotic processes, as well as phytoplankton community composition, which may be represented by locally varying parameters based on suitable trade-offs. the similarity in the overestimation of npp and surface autotrophic particulate organic carbon (poc) could indicate deficiencies in the representation of top-down control or nutrient supply to the surface ocean. discrepancies between observed and predicted vertical gradients in particulate c v n v p ratios suggest the need to include preferential p remineralisation, which could also benefit the representation of n-2 fixation. while opem yields a much improved distribution of surface n* (no3- - 16 . po43- + 2.9 mmol m(-3)), it still fails to reproduce observed n* in the arctic, possibly related to a misrepresentation of the phytoplankton community there and the lack of benthic denitrification in the model. coexisting ordinary and diazotrophic phytoplankton can exert strong control on n* in our simulations, which questions the interpretation of n* as reflecting the balance of n-2 fixation and denitrification.",10.5194/gmd-13-4663-2020,0.0
Dietary Acculturation and Eating Habits of Ukrainian Children in Finland: a Socio-Ecological Framework Analysis,"The russian invasion of ukraine displaced millions of children who face acute stress and require rapid adaptation to unfamiliar environments, potentially affecting lifelong health outcomes. this qualitative study explored factors influencing dietary acculturation and eating habits of ukrainian children resettled in finland. five focus groups were conducted in august 2024 with 16 mothers and 12 children (aged 8-13 years) recruited through the ukrainian association in finland. interviews were conducted in ukrainian, and transcripts were analysed in english using atlas.ti software, applying a socio-ecological framework to identify drivers and barriers across societal, school, family, and child levels. major barriers included financial constraints and unfamiliar mixed ingredients in school meals at societal and school levels; strict adherence to ukrainian food practices, unstructured snacking, and stress eating at family level; and resistant food preferences and picky eating at child level. key drivers were affordable fresh produce and fish availability, free school lunches, and immigrant support; mandatory meal attendance, repeated exposure, and early food education; transition to bicultural eating patterns and adopting finnish parental practices; and gradual food tasting and increased vegetable and fish consumption. age-dependent patterns emerged as both barriers and drivers, with younger children showing less entrenched preferences and stronger peer conformity, facilitating dietary change, while older children's established tastes hindered acculturation. dietary acculturation is shaped by multi-level factors, including children's age, family practices, food policy, and finland's supportive context. quantitative studies are needed to confirm findings across socio-ecological levels.",10.1016/j.appet.2026.108464,0.0
Theories and Behavioural Drivers Underlying Fleet Dynamics Models,"In the domain of decision-support tools for the management of marine fish resources, considerable attention has been paid to the development of models explaining how fish stocks change over space and time. in most models, fishing effort is assumed to be exogenous and determined by factors such as management. increasingly, there has been a call for bio-economic models to also account for the dynamics of fishing fleets, recognizing that fishers respond to changing environmental, institutional and economic conditions. a growing literature has sought to explicitly model the endogenous determinants of the capacity of fishing fleets, the intensity of its use and its temporal and spatial allocation across fishing opportunities. we review this literature, focusing on empirical applications of the behavioural models that have been put forward to explain and predict observed fleet dynamics. we find that although economic factors are usually included as a dominant driver in most studies, this is often based on the use of proxy variables for the key economic drivers, for which adequate data are lacking. also, while many studies acknowledge that social and socialpsychological factors play a significant role in explaining observed fishing behaviour, their inclusion in fishing fleet dynamic models is still very limited. progress in this domain can only be achieved via the development of multidisciplinary research programmes focusing on applied quantitative analysis of the drivers of fishing fleet dynamics.",10.1111/j.1467-2979.2011.00430.x,1.0
Bio-Economic Modelling as a Method for Determining Economic Weights for Optimal Multiple-Trait Tree Selection,"A bio-economic model provides a framework for simultaneously considering breeding, management, and production decisions. such a model should result in optimal breeding (and silvicultural) objectives if main goals of a production system are well defined. historically estimation of economic weights for breeding-objective traits has been based on partial regressions and profit functions relating only to certain parts of the production system. a bio-economic model includes effects of growth rate, branching, form, and wood quality on all production system components and on overall profitability of an integrated production system. however, long rotation cycles in forestry make determination of relative economic values for the breeding-objective traits particularly difficult. when modelling complex systems under uncertainty about future production goals, there are necessary trade offs between the complexity of the model and the use of simplifying assumptions.",10.1515/sg-2010-0010,0.0
Trends in Marine Species Distribution Models: a Review of Methodological Advances and Future Challenges,"Correlative species distribution models (sdms) are quantitative tools in biogeography and macroecology. building upon the ecological niche concept, they correlate environmental covariates to species presence to model habitat suitability and predict species distributions. since their development, sdms have undergone substantial advances in their predictive accuracy, benefiting from increased data availability, advanced machine learning algorithms, novel data integration procedures, refined model validation techniques, and incorporation of biotic predictors. although initially applied in terrestrial systems, these models are now also widely used in the marine environment, recognized for their value in conservation planning, fisheries management, and understanding species responses to climate variability and change. despite their increased application, sdms face unique challenges when applied in the marine environment. these challenges include the three-dimensional complexity of marine ecosystems, the availability of environmental covariates across suitable spatial and temporal scales, the dynamic properties of these covariates, and unique dispersal patterns and mobility traits of marine species. here, we review recent methodological advances and emerging trends in marine sdms. we highlight three-dimensional modelling approaches that capture species distributions below the sea surface and assess the importance of temporal resolution, particularly for modelling highly mobile marine species in dynamic marine environments. further, we discuss the expansion in the types of occurrence data being used, including fishery-dependent and fishery-independent sources, citizen science contributions, and satellite tracking data, along with the methods used to address their associated biases. we also explore and discuss novel methodologies for environmental data collection, such as remote-sensing technologies and numeric ocean models, considering the existing limitations in spatial and temporal resolution. together, our review synthesizes methodological innovations, highlights ongoing challenges, and discusses emerging trends within the extensive literature on marine sdms.",10.1002/ecog.07702,1.0
Spatial Patterns and Species Distribution Model-Based Conservation Priorities for Scrophularia Takesimensis on Ulleungdo,"Conserving near-shore island endemics requires workflows that are robust to small, spatially clustered samples and that translate species distribution model (sdm) into regulation-ready actions. we formalize a transferable sdm-to-action blueprint-(i) cluster-aware spatial holdout (leave-one-cluster-out, loco), (ii) conservative, high-specificity binarization paired with simple ecological filters, and (iii) explicit area-band uncertainty-and apply it to the ulleungdo (republic of korea) endemic scrophularia takesimensis. we combined 2008-2024 field records with a 5 m resolution maxent model (linear-quadratic features; regularization rm = 1.40) using 28 unique presences versus 744 background points sampled within an accessible coastal belt (300 m from shore). under loco, the model generalized well (auc = 0.984 +/- 0.014; partial auc at specificity of at least 0.90 = 0.935; relrmse = 0.107) and mapped a narrow near-shore suitability belt with a continuous northern-northeastern core and fragmented southern-eastern satellites. to obtain a regulation-ready map, we converted continuous suitability to binary using a cutoff that achieved specificity of at least 0.98 under spatial holdout (threshold: 0.472; baseline: 300 m) and applied two ecological filters (retain areas within 90 m of shoreline; remove patches < 75 m(2)), yielding a core of 1.148 km(2) that captured 71.4% of recent records with zero leakage beyond the belt after post-processing. accessible-mask sensitivity (masks of 300, 450, and 600 m) bounded the post-processed core to 0.930-1.593 km(2) (coverage: 0.607-0.789), which we carry forward as a planning area band. we translate these results into a tiered plan: protect the near-shore core, reconnect the fragmented southern and eastern stretches, and survey the highest-ranked coastal segments. beyond this case, the blueprint generalizes to other small-n near-shore endemics, offering a transparent path from the sdm to policy while clarifying that, given static predictors, inferences concern present-day suitability rather than climate change forecasting.",10.3390/plants14223498,0.0
Climate Change-Contaminant Interactions in Marine Food Webs: Toward a Conceptual Framework,"Climate change is reshaping the way in which contaminants move through the global environment, in large part by changing the chemistry of the oceans and affecting the physiology, health, and feeding ecology of marine biota. climate change-associated impacts on structure and function of marine food webs, with consequent changes in contaminant transport, fate, and effects, are likely to have significant repercussions to those human populations that rely on fisheries resources for food, recreation, or culture. published studies on climate change-contaminant interactions with a focus on food web bioaccumulation were systematically reviewed to explore how climate change and ocean acidification may impact contaminant levels in marine food webs. we propose here a conceptual framework to illustrate the impacts of climate change on contaminant accumulation in marine food webs, as well as the downstream consequences for ecosystem goods and services. the potential impacts on social and economic security for coastal communities that depend on fisheries for food are discussed. climate change-contaminant interactions may alter the bioaccumulation of two priority contaminant classes: the fat-soluble persistent organic pollutants (pops), such as polychlorinated biphenyls (pcbs), as well as the protein-binding methylmercury (mehg). these interactions include phenomena deemed to be either climate change dominant (i.e., climate change leads to an increase in contaminant exposure) or contaminant dominant (i.e., contamination leads to an increase in climate change susceptibility). we illustrate the pathways of climate change-contaminant interactions using case studies in the northeastern pacific ocean. the important role of ecological and food web modeling to inform decision-making in managing ecological and human health risks of chemical pollutants contamination under climate change is also highlighted. finally, we identify the need to develop integrated policies that manage the ecological and socioeconomic risk of greenhouse gases and marine pollutants.",10.1111/gcb.13667,0.0
"Smart: a Spatially Explicit Bio-Economic Model for Assessing and Managing Demersal Fisheries, with an Application to Italian Trawlers in the Strait of Sicily","Management of catches, effort and exploitation pattern are considered the most effective measures to control fishing mortality and ultimately ensure productivity and sustainability of fisheries. despite the growing concerns about the spatial dimension of fisheries, the distribution of resources and fishing effort in space is seldom considered in assessment and management processes. here we propose smart (spatial management of demersal resources for trawl fisheries), a tool for assessing bio-economic feedback in different management scenarios. smart combines information from different tasks gathered within the european data collection framework on fisheries and is composed of: 1) spatial models of fishing effort, environmental characteristics and distribution of demersal resources; 2) an artificial neural network which captures the relationships among these aspects in a spatially explicit way and uses them to predict resources abundances; 3) a deterministic module which analyzes the size structure of catches and the associated revenues, according to different spatially-based management scenarios. smart is applied to demersal fishery in the strait of sicily, one of the most productive fisheries of the mediterranean sea. three of the main target species are used as proxies for the whole range exploited by trawlers. after training, smart is used to evaluate different management scenarios, including spatial closures, using a simulation approach that mimics the recent exploitation patterns. results evidence good model performance, with a noteworthy coherence and reliability of outputs for the different components. among others, the main finding is that a partial improvement in resource conditions can be achieved by means of nursery closures, even if the overall fishing effort in the area remains stable. accordingly, a series of strategically designed areas of trawling closures could significantly improve the resource conditions of demersal fisheries in the strait of sicily, also supporting sustainable economic returns for fishermen if not applied simultaneously for different species.",10.1371/journal.pone.0086222,1.0
Structural and Functional Changes in Artificial Reefs Ecosystem Stressed by Trophic Modelling Approach: Case Study in the Bay of Biscay,"Artificial reefs (ars) are commonly cited as a tool used for increasing fishery production and reinstating ecosystem functionalities. the assessment of ars deployment is mostly based on analysis of the evolution of fish communities. recently, studies have focused on trophic modelling to understand the functioning of such ecosystems in a more holistic approach. trophic models are able to address this concern by describing the interaction between species at different trophic levels and based on the quantification of energy and matter flows through ecosystems. these models allow the application of numerical methods - also called ecological network analysis (ena) - to characterize emergent properties of the ecosystem. usually, ena indices are proposed as indicators of ecosystem health as they are sensitive to different impacts on marine ecosystems. in the present study, the ecopath software is used to build an ecosystem model composed of 23 compartments, from detritus and phytoplankton to mammals, to describe the situation ""before""and ""after""the deployment of ars in the south of the bay of biscay along the landes coast. in addition, ena indices are calculated for two periods, ""before""and ""after""the deployment of artificial reefs, to compare network functioning and the overall properties of the structural trophic network. our results show little structural change in the ecosystem, with a rearrangement of the trophic levels and a simultaneous increase in biomass and system maturity. these preliminary results evidently need to be confronted with other environmental factors such as, for instance, substrate composition, proximity to natural reefs and larval supply. nonetheless, we consider that the maturity index could be used as a new indicator to assess the evolution of ars with specific management objectives.& copy; 2023 elsevier b.v. all rights reserved.",10.1016/j.rsma.2023.103100,1.0
Nest-Site Preferences of Eleonora's Falcon (Falco Eleonorae) on Uninhabited Islets of the Aegean Sea using Gis and Species Distribution Models,"Eleonora's falcon breeds colonially on small islands of the mediterranean sea and macaronesia. despite the wealth of papers highlighting the importance of nesting characteristics on this species' breeding performance, few have addressed the issue of nest-site selection explicitly. in this paper, we develop presence-absence and presence-pseudoabsence models to predict nest occurrence as a function of the topography of the nesting territory. nest occurrence data were available for nine uninhabited islets of the aegean sea, within which the majority of the global population of eleanora's falcon is encountered. our findings suggest that the presence of conspecifics together with certain topographic features according to the surface area of the islet being studied can be used to predict nest occurrence on uninhabited islets of the aegean sea. we conclude that predictive models characterized by flexibility and/or the use of absence data that also consider nest clustering can result in robust predictions of the nest occurrence of eleonora's falcons in greek breeding colonies and eventually facilitate future monitoring schemes. since this is the first time nest-site preferences of eleonora's falcon have been analyzed using species distribution models, we encourage the application of similar methodologies to other areas within the species' breeding range to further validate our findings.",10.1007/s10336-011-0784-0,0.0
